K,minRSS,AICminRSSk,purity
156,1521379.6759457062,1552579.6759457062,0.5867462108997098
157,1518450.6251027971,1549850.6251027971,0.58422014403955713
159,1520681.2107246269,1552481.2107246269,0.58432763624637218
158,1520387.0664558224,1551987.0664558224,0.58577878103837466
160,1520310.2714191321,1552310.2714191321,0.57879178759539929
161,1519198.018452897,1551398.018452897,0.58319896807481453
162,1516603.5142887207,1549003.5142887207,0.58921853165645488
163,1520058.8486634311,1552658.8486634311,0.58405890572933461
164,1517351.6551638516,1550151.6551638516,0.58508008169407721
165,1515726.6835894508,1548726.6835894508,0.58739116414059978
166,1514067.1800209563,1547267.1800209563,0.58405890572933461
167,1515064.2874264072,1548464.2874264072,0.5855100505213372
168,1511188.0630399047,1544788.0630399047,0.5863162420724497
169,1515494.0035569151,1549294.0035569151,0.58325271417822211
170,1515142.3608800794,1549142.3608800794,0.58830484789852733
171,1512531.172692816,1546731.172692816,0.58900354724282489
172,1510247.6157419654,1544647.6157419654,0.59077716865527252
173,1511975.8738025192,1546575.8738025192,0.59432441148016768
174,1511080.494915745,1545880.494915745,0.58798237127808239
175,1514040.2341757787,1549040.2341757787,0.57562076749435664
176,1510447.2087823565,1545647.2087823565,0.59099215306890251
177,1512192.7872939394,1547592.7872939394,0.58518757390089216
178,1509101.6878440829,1544701.6878440829,0.5808341395248845
179,1510545.8807827528,1546345.8807827528,0.58556379662474467
180,1510016.4048372337,1546016.4048372337,0.58862732451897237
181,1509996.2107674428,1546196.2107674428,0.57949048693969685
182,1512032.695018223,1548432.695018223,0.59238955175749763
183,1509744.3914155702,1546344.3914155702,0.58572503493496719
185,1509203.0240794225,1546203.0240794225,0.58594001934859719
184,1506339.3562631423,1543139.3562631423,0.59255079006772005
186,1504442.5389749976,1541642.5389749976,0.58228528431688698
187,1507393.5760314572,1544793.5760314572,0.59427066537676021
188,1506341.8776033383,1543941.8776033383,0.58868107062237984
189,1508068.8687611551,1545868.8687611551,0.58943351607008487
190,1503705.1383682201,1541705.1383682201,0.58567128883155972
191,1502190.2268758765,1540390.2268758765,0.59292701279157256
192,1505662.4115583182,1544062.4115583182,0.58276899924755454
193,1500575.8655752966,1539175.8655752966,0.58878856282919489
194,1503172.8894044387,1541972.8894044387,0.58798237127808239
195,1502584.5780583932,1541584.5780583932,0.58792862517467481
197,1500596.1233476899,1539996.1233476899,0.59029345372460496
196,1504729.6031842032,1543929.6031842032,0.59324948941201761
198,1504156.4855311576,1543756.4855311576,0.59109964527571746
199,1502700.032225346,1542500.032225346,0.58588627324518971
200,1503203.0208215157,1543203.0208215157,0.58459636676340965
201,1498620.7057615526,1538820.7057615526,0.58325271417822211
202,1499634.7647477493,1540034.7647477493,0.58293023755777706
203,1502029.9549641032,1542629.9549641032,0.5926582822745351
204,1497435.608688022,1538235.608688022,0.58207029990325698
205,1501004.5438790347,1542004.5438790347,0.58911103944963994
206,1498306.7392776618,1539506.7392776618,0.58803611738148986
207,1497029.2684816197,1538429.2684816197,0.59201332903364501
208,1498493.1248977617,1540093.1248977617,0.58954100827689992
209,1499388.2286099554,1541188.2286099554,0.59050843813823495
210,1496050.3616334591,1538050.3616334591,0.58690744920993232
211,1499933.5501123017,1542133.5501123017,0.58636998817585728
212,1498859.2913208613,1541259.2913208613,0.58432763624637218
213,1491937.9217097817,1534537.9217097817,0.59604428678920773
214,1497642.5147777887,1540442.5147777887,0.59437815758357515
215,1494958.7929612286,1537958.7929612286,0.5924432978609051
216,1493997.743340228,1537197.743340228,0.58927227775986246
217,1492199.0704397887,1535599.0704397887,0.59228205955068258
218,1494484.885215922,1538084.885215922,0.58916478555304741
219,1493871.7456723074,1537671.7456723074,0.58309147586799959
220,1492135.9733335031,1536135.9733335031,0.59298075889498014
221,1491268.0905957867,1535468.0905957867,0.59174459851660755
222,1492356.6733259554,1536756.6733259554,0.59174459851660755
223,1491789.4136882371,1536389.4136882371,0.59292701279157256
224,1493440.966363607,1538240.966363607,0.58588627324518971
226,1491503.9654271984,1536703.9654271984,0.59416317316994516
225,1490212.4618302751,1535212.4618302751,0.58884230893260237
227,1490979.7703007257,1536379.7703007257,0.59410942706653769
228,1491074.5068899859,1536674.5068899859,0.59324948941201761
229,1492759.8593091923,1538559.8593091923,0.59228205955068258
230,1491762.6344005223,1537762.6344005223,0.59163710630979249
231,1490687.5529538619,1536887.5529538619,0.58841234010534238
232,1489436.7138762679,1535836.7138762679,0.59324948941201761
233,1486621.5629161284,1533221.5629161284,0.5863162420724497
234,1490278.0437261555,1537078.0437261555,0.59206707513705259
236,1483773.4779570492,1530973.4779570492,0.59093840696549504
235,1486370.3877465005,1533370.3877465005,0.59303450499838761
237,1490248.6182935946,1537648.6182935946,0.59636676340965278
238,1487999.289029073,1535599.289029073,0.59362571213587012
240,1483900.1673091403,1531900.1673091403,0.59711920885735781
239,1490425.4813397215,1538225.4813397215,0.58293023755777706
241,1485322.7779170121,1533522.7779170121,0.59034719982801243
242,1487256.0035540811,1535656.0035540811,0.59341072772224013
243,1482381.3692941112,1530981.3692941112,0.59147586799957008
244,1488742.666524091,1537542.666524091,0.58636998817585728
245,1483515.1115441604,1532515.1115441604,0.5926582822745351
246,1484175.4265936848,1533375.4265936848,0.59013221541438243
247,1483288.951179832,1532688.951179832,0.59126088358593998
248,1483008.616754248,1532608.616754248,0.59088466086208746
249,1483910.1102942899,1533710.1102942899,0.58808986348489733
250,1483018.0397292173,1533018.0397292173,0.59056218424164253
251,1483158.6627792867,1533358.6627792867,0.59158336020638502
252,1481932.3625290776,1532332.3625290776,0.58787487907126734
254,1482721.3607328364,1533521.3607328364,0.59636676340965278
253,1480320.4848378787,1530920.4848378787,0.58921853165645488
255,1482600.310078565,1533600.310078565,0.59319574330861014
256,1483144.1419121567,1534344.1419121567,0.58303772976459212
257,1485269.5051572502,1536669.5051572502,0.59389444265290769
258,1483135.1162604827,1534735.1162604827,0.58330646028162958
259,1479738.7502976283,1531538.7502976283,0.59685047834032035
260,1475948.3019781564,1527948.3019781564,0.59765666989143285
261,1478789.0521518711,1530989.0521518711,0.58991723100075244
262,1479034.5585442493,1531434.5585442493,0.59351821992905518
263,1473608.7952258182,1526208.7952258182,0.59045469203482748
264,1480347.6425689505,1533147.6425689505,0.58851983231215732
265,1477701.0039891314,1530701.0039891314,0.58927227775986246
266,1478164.0493398802,1531364.0493398802,0.59115339137912504
267,1477537.7779928213,1530937.7779928213,0.58862732451897237
268,1475239.3899001665,1528839.3899001665,0.59308825110179508
269,1473489.3693988016,1527289.3693988016,0.59260453617112763
270,1474557.8254051222,1528557.8254051222,0.58712243362356231
271,1474308.550437886,1528508.550437886,0.59179834462001502
272,1476839.8470426349,1531239.8470426349,0.58325271417822211
273,1476137.7735332777,1530737.7735332777,0.58486509728044722
274,1476201.0545647501,1531001.0545647501,0.59109964527571746
275,1473957.5222724527,1528957.5222724527,0.5918520907234226
276,1475221.7977093651,1530421.7977093651,0.59443190368698273
277,1475066.3140146011,1530466.3140146011,0.58884230893260237
278,1471401.6515045769,1527001.6515045769,0.59384069654950011
279,1472839.9599221286,1528639.9599221286,0.59771041599484043
280,1471637.5448276794,1527637.5448276794,0.59625927120283784
281,1474511.8391798362,1530711.8391798362,0.5985703536493604
282,1473444.534473436,1529844.534473436,0.59357196603246265
283,1475318.0635560534,1531918.0635560534,0.59152961410297755
284,1472549.6206741901,1529349.6206741901,0.59120713748253251
285,1471339.1457634224,1528339.1457634224,0.59013221541438243
286,1474092.9218616004,1531292.9218616004,0.59029345372460496
287,1471266.8457356114,1528666.8457356114,0.59351821992905518
289,1469741.7558952761,1527541.7558952761,0.59287326668816509
288,1471159.5227340595,1528759.5227340595,0.59867784585617545
290,1469941.0028983457,1527941.0028983457,0.58964850048371498
291,1469396.0543060473,1527596.0543060473,0.60034397506180803
292,1469100.9576467781,1527500.9576467781,0.59749543158121032
293,1470709.0676879976,1529309.0676879976,0.59695797054713529
294,1470784.8415160112,1529584.8415160112,0.5977641620982479
295,1467264.2151679839,1526264.2151679839,0.59453939589379767
296,1472601.5262732678,1531801.5262732678,0.59384069654950011
297,1466598.4105084247,1525998.4105084247,0.59163710630979249
298,1471099.8152565563,1530699.8152565563,0.5975491776846179
299,1467001.0260064662,1526801.0260064662,0.59416317316994516
301,1471131.4243667934,1531331.4243667934,0.59771041599484043
300,1469813.5224635694,1529813.5224635694,0.59502311082446524
302,1465348.0338446982,1525748.0338446982,0.59894657637321291
303,1465684.9564858221,1526284.9564858221,0.60098892830269801
304,1470265.4224233958,1531065.4224233958,0.59174459851660755
305,1463806.3808384165,1524806.3808384165,0.59663549392669035
307,1467792.6098077137,1529192.6098077137,0.59201332903364501
306,1465923.0436824891,1527123.0436824891,0.59760292378802538
308,1466102.605248847,1527702.605248847,0.59706546275395034
309,1463068.1463630847,1524868.1463630847,0.59771041599484043
310,1466116.6314806114,1528116.6314806114,0.5947006342040202
311,1466234.7538032434,1528434.7538032434,0.59475438030742767
312,1462576.6465542398,1524976.6465542398,0.59910781468343544
313,1461712.7356717412,1524312.7356717412,0.58894980113941742
314,1464320.841346794,1527120.841346794,0.59400193485972264
315,1463969.9543323657,1526969.9543323657,0.59701171665054287
316,1463795.3497357613,1526995.3497357613,0.58948726217349245
317,1461287.9207664814,1524687.9207664814,0.60012899064817804
318,1461048.2121414032,1524648.2121414032,0.59937654520047301
319,1463577.1166871288,1527377.1166871288,0.59147586799957008
320,1459315.4568012918,1523315.4568012918,0.5957218101687628
321,1460909.1261256863,1525109.1261256863,0.59566806406535522
322,1461253.1322586134,1525653.1322586134,0.59749543158121032
323,1457424.5503589297,1522024.5503589297,0.59120713748253251
324,1462952.8303819189,1527752.8303819189,0.59416317316994516
325,1458068.9336104994,1523068.9336104994,0.59824787702891535
327,1461138.752433324,1526538.752433324,0.59905406858002797
326,1458736.9214981094,1523936.9214981094,0.59814038482210041
328,1462993.8382579722,1528593.8382579722,0.59771041599484043
329,1458692.598209417,1524492.598209417,0.59969902182091794
330,1459722.1206358387,1525722.1206358387,0.59900032247662049
331,1462834.7855892004,1529034.7855892004,0.59604428678920773
332,1460859.3589850517,1527259.3589850517,0.59496936472105777
333,1459471.0186059929,1526071.0186059929,0.60437493281737076
334,1456661.2506368824,1523461.2506368824,0.59228205955068258
335,1457511.9051182223,1524511.9051182223,0.59158336020638502
336,1453794.1182083678,1520994.1182083678,0.60206385037084809
337,1458165.1069627255,1525565.1069627255,0.6008276899924756
338,1452137.9704331809,1519737.9704331809,0.59378695044609264
339,1453713.1254112702,1521513.1254112702,0.59835536923573041
340,1454385.7241244486,1522385.7241244486,0.60088143609588307
341,1457107.7028351098,1525307.7028351098,0.59926905299365796
342,1457584.4675549634,1525984.4675549634,0.5975491776846179
343,1456423.2552141196,1525023.2552141196,0.59410942706653769
344,1454391.2394039212,1523191.2394039212,0.59695797054713529
345,1454780.9793602901,1523780.9793602901,0.60270880361173818
346,1458161.620969539,1527361.620969539,0.59658174782328277
347,1455994.1295947733,1525394.1295947733,0.59840911533913788
348,1453231.9123233666,1522831.9123233666,0.60136515102655053
349,1454473.4262904725,1524273.4262904725,0.5918520907234226
350,1455127.7193835557,1525127.7193835557,0.59749543158121032
351,1451205.3404600017,1521405.3404600017,0.59878533806299039
352,1453636.2051000437,1524036.2051000437,0.58868107062237984
353,1452907.179219903,1523507.179219903,0.59556057185854028
354,1455075.6787839939,1525875.6787839939,0.5973341932709878
355,1453677.4016389588,1524677.4016389588,0.59523809523809523
356,1449512.109356862,1520712.109356862,0.59577555627217027
357,1452978.2515249269,1524378.2515249269,0.5957218101687628
358,1453061.5319329132,1524661.5319329132,0.59276577448135015
359,1453408.0540451666,1525208.0540451666,0.59437815758357515
360,1452003.8286546459,1524003.8286546459,0.59916156078684291
361,1450317.1012358698,1522517.1012358698,0.59421691927335263
362,1453598.8117268316,1525998.8117268316,0.6008276899924756
363,1451809.4142048396,1524409.4142048396,0.60125765881973559
364,1450732.2644319308,1523532.2644319308,0.59851660754595293
366,1451677.3891910531,1524877.3891910531,0.60055895947543803
365,1451383.7054407962,1524383.7054407962,0.59835536923573041
367,1448010.8258718997,1521410.8258718997,0.59964527571751047
368,1451238.2209493639,1524838.2209493639,0.59577555627217027
370,1448155.7718359078,1522155.7718359078,0.59953778351069542
369,1448847.8525841883,1522647.8525841883,0.60109642050951306
372,1448848.856118175,1523248.856118175,0.60179511985381062
371,1447197.2773267841,1521397.2773267841,0.59749543158121032
373,1445266.5753753679,1519866.5753753679,0.59819413092550788
374,1448068.4817115366,1522868.4817115366,0.60233258088788566
376,1448169.6606082486,1523369.6606082486,0.60195635816403315
375,1447731.7967016934,1522731.7967016934,0.59873159195958292
377,1448246.9580161457,1523646.9580161457,0.59728044716758033
378,1444126.9741766711,1519726.9741766711,0.60174137375040304
379,1444900.2672960798,1520700.2672960798,0.59916156078684291
380,1443048.4102314727,1519048.4102314727,0.59996775233795552
381,1444655.4693257546,1520855.4693257546,0.60426744061055571
382,1439045.9651346481,1515445.9651346481,0.59647425561646783
383,1445971.0473842428,1522571.0473842428,0.59760292378802538
384,1447766.5871928921,1524566.5871928921,0.60389121788670319
385,1443793.5481221331,1520793.5481221331,0.60292378802536817
386,1443034.9760798234,1520234.9760798234,0.60421369450714824
387,1447109.0458855354,1524509.0458855354,0.60093518219929054
388,1444369.1691961547,1521969.1691961547,0.60544985488552083
389,1443867.9167621518,1521667.9167621518,0.59491561861765019
390,1445828.1309059737,1523828.1309059737,0.60023648285499298
391,1443979.4989525243,1522179.4989525243,0.60335375685262815
392,1442948.6691565195,1521348.6691565195,0.599806514027733
393,1439314.3719397932,1517914.3719397932,0.59717295496076539
394,1439378.8381692828,1518178.8381692828,0.59921530689025049
395,1443318.6779217867,1522318.6779217867,0.59969902182091794
396,1441295.6085391932,1520495.6085391932,0.60437493281737076
397,1440658.7786136519,1520058.7786136519,0.60362248736966573
398,1441809.9265124558,1521409.9265124558,0.60679350747070837
399,1443807.1265579669,1523607.1265579669,0.60002149844136299
400,1442081.7701034404,1522081.7701034404,0.61039449639901111
401,1442484.0803188325,1522684.0803188325,0.59883908416639797
402,1441625.1346489205,1522025.1346489205,0.59835536923573041
403,1439640.5165145032,1520240.5165145032,0.60561109319574336
404,1439782.3952777577,1520582.3952777577,0.59797914651187789
405,1439418.225841302,1520418.225841302,0.599806514027733
406,1441909.7993446446,1523109.7993446446,0.60426744061055571
407,1438024.8320976431,1519424.8320976431,0.60249381919810818
408,1436031.7626414939,1517631.7626414939,0.60587982371278082
409,1440841.844200134,1522641.844200134,0.60598731591959587
410,1440147.4674814423,1522147.4674814423,0.59491561861765019
411,1436264.9030645459,1518464.9030645459,0.60330001074922068
412,1440035.0097819723,1522435.0097819723,0.60211759647425567
413,1440367.336001703,1522967.336001703,0.60528861657529831
415,1437810.4542584519,1520810.4542584519,0.60201010426744062
414,1437825.0591835692,1520625.0591835692,0.60152638933677305
416,1437582.7467625123,1520782.7467625123,0.60394496399011077
417,1437335.7832543864,1520735.7832543864,0.59620552509943026
418,1440054.6465197983,1523654.6465197983,0.60335375685262815
419,1438397.5733721661,1522197.5733721661,0.60045146726862297
420,1436013.7678336254,1520013.7678336254,0.60405245619692571
421,1436172.293241384,1520372.293241384,0.59620552509943026
422,1433911.2745000364,1518311.2745000364,0.60733096850478341
423,1434061.5544288435,1518661.5544288435,0.60475115554122327
424,1437966.3737008222,1522766.3737008222,0.59878533806299039
425,1433953.4912083729,1518953.4912083729,0.60217134257766314
426,1436641.9445130276,1521841.9445130276,0.60346124905944321
427,1433538.8775539685,1518938.8775539685,0.60222508868107061
428,1435277.9311987236,1520877.9311987236,0.6049123938514458
429,1433746.8104340525,1519546.8104340525,0.60324626464581321
430,1434126.7519692639,1520126.7519692639,0.60829839836611843
431,1431380.3770757488,1517580.3770757488,0.60480490164463074
432,1434629.6264440331,1521029.6264440331,0.59765666989143285
433,1435519.8011235662,1522119.8011235662,0.60356874126625815
434,1429317.8555614045,1516117.8555614045,0.60700849188433836
435,1431313.2600534928,1518313.2600534928,0.60055895947543803
437,1433411.3947151969,1520811.3947151969,0.59862409975276798
436,1435933.5159505385,1523133.5159505385,0.6008276899924756
438,1432859.306426388,1520459.306426388,0.60464366333440822
439,1432433.4743034691,1520233.4743034691,0.59894657637321291
440,1433663.9248719451,1521663.9248719451,0.60158013544018063
441,1433002.3899354888,1521202.3899354888,0.60072019778566055
443,1434298.0269037818,1522898.0269037818,0.59867784585617545
442,1431460.1742651088,1519860.1742651088,0.60330001074922068
444,1430408.7560129894,1519208.7560129894,0.60507363216166832
445,1429911.1439775201,1518911.1439775201,0.60351499516285068
446,1429248.8780969947,1518448.8780969947,0.60835214446952601
447,1431862.841767818,1521262.841767818,0.60292378802536817
448,1430753.7502541402,1520353.7502541402,0.60389121788670319
449,1430217.3955376216,1520017.3955376216,0.60706223798774583
450,1428372.4402781087,1518372.4402781087,0.60437493281737076
451,1428941.6698926294,1519141.6698926294,0.60378372567988825
452,1430818.3613456483,1521218.3613456483,0.60464366333440822
453,1427975.9965649268,1518575.9965649268,0.59728044716758033
454,1427622.0469177719,1518422.0469177719,0.60093518219929054
455,1425559.930998421,1516559.930998421,0.59717295496076539
456,1429520.9458818838,1520720.9458818838,0.60415994840374077
457,1429444.7607213606,1520844.7607213606,0.60319251854240563
458,1427833.0695526414,1519433.0695526414,0.60399871009351824
459,1426055.5687347746,1517855.5687347746,0.60050521337203056
460,1425781.2494312369,1517781.2494312369,0.60544985488552083
461,1428483.176482064,1520683.176482064,0.59749543158121032
462,1426416.2731873016,1518816.2731873016,0.60609480812641081
463,1427031.0063049032,1519631.0063049032,0.60566483929915083
465,1421242.632864194,1514242.632864194,0.60647103085026333
464,1426749.4863409596,1519549.4863409596,0.60475115554122327
466,1422305.8450627879,1515505.8450627879,0.60125765881973559
467,1427997.6696533437,1521397.6696533437,0.60206385037084809
468,1426203.8329008603,1519803.8329008603,0.60905084381382346
469,1424966.1434446361,1518766.1434446361,0.6036762334730732
470,1425730.1528686259,1519730.1528686259,0.60437493281737076
471,1427066.4605749829,1521266.4605749829,0.60829839836611843
472,1425813.9579736462,1520213.9579736462,0.60356874126625815
473,1424800.8906829711,1519400.8906829711,0.60534236267870578
474,1422504.101693809,1517304.101693809,0.60222508868107061
475,1424450.8736944546,1519450.8736944546,0.60297753412877564
476,1422519.977584986,1517719.977584986,0.59851660754595293
477,1425131.8911693566,1520531.8911693566,0.60432118671396329
478,1425875.686954251,1521475.686954251,0.60716973019456089
479,1424060.0708191432,1519860.0708191432,0.60141889712995811
480,1421422.4767899299,1517422.4767899299,0.60233258088788566
481,1422929.3754868056,1519129.3754868056,0.60168762764699557
482,1424886.4143277346,1521286.4143277346,0.60518112436848326
483,1422435.0066957918,1519035.0066957918,0.60475115554122327
484,1421692.6027181956,1518492.6027181956,0.60759969902182087
