K,minRSS,AICminRSSk,purity
178,1111961.0979665462,1147561.0979665462,0.73525329632199865
179,1111469.4531780416,1147269.4531780416,0.7329632199861208
180,1110043.4750379568,1146043.4750379568,0.7350451075641915
181,1110774.1898456623,1146974.1898456623,0.74462179042331711
182,1109736.7832051907,1146136.7832051907,0.7421929215822346
183,1109116.226628202,1145716.226628202,0.73254684247050661
184,1110781.8303048625,1147581.8303048625,0.75065926439972241
186,1107162.8555723487,1144362.8555723487,0.74399722414989589
185,1108053.6766614877,1145053.6766614877,0.74031922276197082
188,1110258.0790789905,1147858.0790789905,0.74191533657182507
187,1110256.9500400661,1147656.9500400661,0.73893129770992372
190,1108442.5815643843,1146442.5815643843,0.74330326162387228
189,1107786.418525683,1145586.418525683,0.73865371269951419
192,1107743.2393159398,1146143.2393159398,0.72567661346287304
191,1108578.5911111569,1146778.5911111569,0.75357390700902149
193,1105079.2927648723,1143679.2927648723,0.74503816793893129
194,1106650.0215701372,1145450.0215701372,0.75176960444136021
195,1105413.512655088,1144413.512655088,0.7343511450381679
196,1104421.9952324505,1143621.9952324505,0.74531575294934072
197,1103977.3796312427,1143377.3796312427,0.73539208882720331
198,1101172.3255565355,1140772.3255565355,0.74129077029840384
199,1101744.0811256147,1141544.0811256147,0.73615544760582929
200,1103315.0729631933,1143315.0729631933,0.73990284524635674
201,1107332.4078407099,1147532.4078407099,0.74066620402498262
203,1103494.9013087254,1144094.9013087254,0.74233171408743925
202,1104051.0566888098,1144451.0566888098,0.74087439278278977
204,1101330.7523346497,1142130.7523346497,0.73546148507980569
205,1103380.1716750376,1144380.1716750376,0.73379597501734906
206,1100552.754243579,1141752.754243579,0.74212352532963222
207,1101010.6721095832,1142410.6721095832,0.7400416377515614
209,1103607.6506023461,1145407.6506023461,0.74378903539208885
208,1101394.6796350218,1142994.6796350218,0.74621790423317136
210,1101792.5719438954,1143792.5719438954,0.74649548924358089
211,1101288.0835907958,1143488.0835907958,0.74649548924358089
212,1096998.410583586,1139398.410583586,0.7403886190145732
213,1100557.1951799493,1143157.1951799493,0.74233171408743925
215,1099474.8256921722,1142474.8256921722,0.74600971547536432
214,1101332.305725052,1144132.305725052,0.74649548924358089
216,1099925.6300733397,1143125.6300733397,0.74871616932685636
217,1100166.7633149906,1143566.7633149906,0.74281748785565582
218,1098096.5814763058,1141696.5814763058,0.74517696044413606
219,1097384.4587429133,1141184.4587429133,0.74274809160305344
220,1096273.4595357659,1140273.4595357659,0.75183900069396248
221,1099323.4438540072,1143523.4438540072,0.73740458015267174
222,1098409.7732181882,1142809.7732181882,0.73900069396252599
223,1098786.733832407,1143386.733832407,0.74247050659264402
224,1095033.2377632572,1139833.2377632572,0.74212352532963222
225,1095721.9892020761,1140721.9892020761,0.74788341429562799
226,1096004.4398594298,1141204.4398594298,0.74732824427480915
227,1094961.4763024757,1140361.4763024757,0.7510756419153366
229,1095219.2832037394,1141019.2832037394,0.75031228313671061
228,1092614.1018012196,1138214.1018012196,0.74829979181124218
230,1095526.9145225035,1141526.9145225035,0.7418459403192228
231,1094538.085762748,1140738.085762748,0.74066620402498262
232,1094750.2191896853,1141150.2191896853,0.7453851492019431
234,1094583.1376152362,1141383.1376152362,0.74288688410825821
233,1092761.1392990828,1139361.1392990828,0.75371269951422626
235,1092509.8996740088,1139509.8996740088,0.74781401804302572
236,1093464.6326014851,1140664.6326014851,0.74441360166551007
237,1094632.2405670211,1142032.2405670211,0.74441360166551007
238,1090552.2073779248,1138152.2073779248,0.74122137404580157
240,1093699.7989986232,1141699.7989986232,0.74864677307425398
239,1093685.4107352686,1141485.4107352686,0.75065926439972241
241,1092099.2339506606,1140299.2339506606,0.75593337959750173
242,1093348.6358760402,1141748.6358760402,0.74427480916030531
244,1090513.4260873757,1139313.4260873757,0.74816099930603752
243,1091587.3317531326,1140187.3317531326,0.74739764052741153
245,1092823.9632671112,1141823.9632671112,0.74024982650936855
246,1090495.1431400415,1139695.1431400415,0.73893129770992372
247,1090960.6508851245,1140360.6508851245,0.75621096460791115
248,1090099.9150903104,1139699.9150903104,0.73997224149895902
249,1091021.4112566395,1140821.4112566395,0.7435808466342817
250,1089061.0258529715,1139061.0258529715,0.73997224149895902
251,1091135.5087094761,1141335.5087094761,0.73289382373351841
252,1087874.3975047474,1138274.3975047474,0.73525329632199865
254,1086543.7609328146,1137343.7609328146,0.74746703678001392
253,1088568.0160261928,1139168.0160261928,0.74496877168632891
255,1090836.0120524166,1141836.0120524166,0.75232477446217905
257,1089413.952173888,1140813.952173888,0.74947952810548235
256,1084493.6906965063,1135693.6906965063,0.7581540596807772
258,1088441.8874353792,1140041.8874353792,0.72907702984038858
259,1088508.709819363,1140308.709819363,0.74545454545454548
260,1086234.9403241947,1138234.9403241947,0.74024982650936855
261,1086867.0050790056,1139067.0050790056,0.74122137404580157
262,1087532.3053827197,1139932.3053827197,0.73934767522553779
263,1086547.2956016315,1139147.2956016315,0.74108258154059681
264,1087856.0639509927,1140656.0639509927,0.74156835530881338
265,1085152.8685643997,1138152.8685643997,0.74136016655100623
266,1082849.2020909428,1136049.2020909428,0.74691186675919496
267,1084668.789557812,1138068.789557812,0.75017349063150585
269,1083521.4605823359,1137321.4605823359,0.75801526717557255
268,1084487.4786433505,1138087.4786433505,0.74961832061068701
270,1084010.9095550575,1138010.9095550575,0.74267869535045106
271,1084099.5804433832,1138299.5804433832,0.72928521859819573
272,1083984.4237449048,1138384.4237449048,0.74614850798056909
273,1084679.134943153,1139279.134943153,0.74968771686328939
275,1082836.3807180007,1137836.3807180007,0.74274809160305344
274,1084327.3109711914,1139127.3109711914,0.75100624566273422
276,1085190.5505810268,1140390.5505810268,0.75017349063150585
277,1084944.4346019945,1140344.4346019945,0.74621790423317136
279,1079827.4308340172,1135627.4308340172,0.74954892435808462
278,1084481.497878276,1140081.497878276,0.74427480916030531
280,1082545.2479096358,1138545.2479096358,0.74087439278278977
281,1082073.0131758163,1138273.0131758163,0.74836918806384456
282,1082653.3910237919,1139053.3910237919,0.74399722414989589
283,1083227.4260919215,1139827.4260919215,0.74066620402498262
284,1082771.5132594258,1139571.5132594258,0.74580152671755728
285,1081292.0038860727,1138292.0038860727,0.74781401804302572
286,1082778.3755960006,1139978.3755960006,0.74517696044413606
287,1080771.4459421546,1138171.4459421546,0.75121443442054125
288,1078527.2055300234,1136127.2055300234,0.75274115197779323
289,1078944.357378864,1136744.357378864,0.74031922276197082
290,1077751.7031203718,1135751.7031203718,0.75246356696738381
291,1076933.6693103279,1135133.6693103279,0.75246356696738381
292,1077628.1935240985,1136028.1935240985,0.74691186675919496
294,1078838.7873310817,1137638.7873310817,0.7471894517696045
293,1079289.9957706127,1137889.9957706127,0.74115197779319919
296,1077932.5534567733,1137132.5534567733,0.74462179042331711
295,1079639.0492270093,1138639.0492270093,0.75287994448299789
298,1076579.2382972569,1136179.2382972569,0.74115197779319919
297,1079170.3766144051,1138570.3766144051,0.7425399028452464
300,1077730.4820722677,1137730.4820722677,0.74094378903539204
299,1077589.6670983837,1137389.6670983837,0.75877862595419843
301,1077483.9497555192,1137683.9497555192,0.7400416377515614
302,1075969.6541578979,1136369.6541578979,0.75419847328244272
303,1079142.6796517535,1139742.6796517535,0.75329632199861207
304,1076874.188896247,1137674.188896247,0.73553088133240807
305,1079369.1416681402,1140369.1416681402,0.75350451075641911
306,1074842.099827179,1136042.099827179,0.7510756419153366
307,1077744.001621176,1139144.001621176,0.75031228313671061
308,1075388.9090952019,1136988.9090952019,0.75003469812630119
309,1076000.1118160037,1137800.1118160037,0.75003469812630119
310,1075124.7868286241,1137124.7868286241,0.75440666204024986
311,1075374.4336917051,1137574.4336917051,0.740735600277585
312,1073936.0970099689,1136336.0970099689,0.75176960444136021
313,1072980.193164493,1135580.193164493,0.7603053435114504
314,1072833.577433513,1135633.577433513,0.74843858431644694
315,1071478.5018951509,1134478.5018951509,0.74920194309507282
317,1071233.6801470919,1134633.6801470919,0.7564191533657183
316,1074493.7020964844,1137693.7020964844,0.74781401804302572
319,1072598.9622268844,1136398.9622268844,0.74975711311589177
318,1073291.9204718864,1136891.9204718864,0.75891741845940319
320,1074103.5961423707,1138103.5961423707,0.74274809160305344
321,1072809.4935516322,1137009.4935516322,0.75287994448299789
323,1072815.3451124143,1137415.3451124143,0.75399028452463568
322,1072319.2948725468,1136719.2948725468,0.75551700208188755
324,1071529.3292871725,1136329.3292871725,0.74941013185287997
325,1072415.3138896916,1137415.3138896916,0.75496183206106871
326,1068710.3939364993,1133910.3939364993,0.75246356696738381
327,1071264.1605130248,1136664.1605130248,0.75468424705065928
328,1070206.6986711523,1135806.6986711523,0.75523941707147813
329,1069666.6913033533,1135466.6913033533,0.75572519083969469
330,1068854.7258158291,1134854.7258158291,0.74816099930603752
331,1070977.5956944716,1137177.5956944716,0.7425399028452464
332,1068580.9534670296,1134980.9534670296,0.75170020818875782
333,1071075.643615081,1137675.643615081,0.7510756419153366
334,1068945.7516763939,1135745.7516763939,0.75267175572519085
335,1068236.673920603,1135236.673920603,0.74941013185287997
337,1066944.4039927463,1134344.4039927463,0.75232477446217905
336,1070543.6799442223,1137743.6799442223,0.74788341429562799
338,1069357.5489575516,1136957.5489575516,0.74427480916030531
339,1069076.2776165071,1136876.2776165071,0.74594031922276194
340,1067973.5270379039,1135973.5270379039,0.7564191533657183
341,1068656.5074917406,1136856.5074917406,0.75621096460791115
342,1068520.6334443633,1136920.6334443633,0.75149201943095068
343,1067214.4061155797,1135814.4061155797,0.7560721721027065
344,1065724.8067789758,1134524.8067789758,0.75517002081887574
345,1065347.9086343229,1134347.9086343229,0.75593337959750173
346,1067655.5316438328,1136855.5316438328,0.75822345593337959
348,1062322.1215019089,1131922.1215019089,0.75267175572519085
347,1066540.5255970664,1135940.5255970664,0.75621096460791115
350,1067428.6238567918,1137428.6238567918,0.75176960444136021
349,1063741.6689584611,1133541.6689584611,0.75565579458709231
351,1065531.2217822263,1135731.2217822263,0.75267175572519085
352,1067180.8298321322,1137580.8298321322,0.75079805690492718
353,1066160.5489325675,1136760.5489325675,0.75267175572519085
354,1065520.6887109671,1136320.6887109671,0.7514226231783484
355,1064700.9466895538,1135700.9466895538,0.75350451075641911
356,1064094.2574359807,1135294.2574359807,0.75912560721721023
357,1063537.5160070057,1134937.5160070057,0.75093684941013183
358,1064551.2262057855,1136151.2262057855,0.76238723108952111
360,1066077.2188483404,1138077.2188483404,0.74843858431644694
359,1063097.0553760724,1134897.0553760724,0.76002775850104098
361,1064692.1910996472,1136892.1910996472,0.75343511450381684
362,1062822.2002970844,1135222.2002970844,0.7542678695350451
363,1063701.078870825,1136301.078870825,0.74594031922276194
364,1062261.50495044,1135061.50495044,0.74871616932685636
365,1062519.2373992233,1135519.2373992233,0.75163081193615544
366,1061139.258737792,1134339.258737792,0.74843858431644694
367,1060711.1640468494,1134111.1640468494,0.75447605829285214
368,1062832.1589508399,1136432.1589508399,0.75759888965995836
369,1061482.4661534599,1135282.4661534599,0.75176960444136021
370,1062855.1995785495,1136855.1995785495,0.75301873698820265
371,1061557.2908130637,1135757.2908130637,0.75378209576682864
372,1061076.2567542659,1135476.2567542659,0.75517002081887574
373,1061574.9236621063,1136174.9236621063,0.75052047189451765
374,1060307.0475349305,1135107.0475349305,0.75170020818875782
375,1057953.2087040504,1132953.2087040504,0.75350451075641911
376,1062340.0667544962,1137540.0667544962,0.74920194309507282
378,1059861.4122172913,1135461.4122172913,0.75537820957668289
377,1062170.4004820455,1137570.4004820455,0.75586398334489935
379,1059248.4319129821,1135048.4319129821,0.75454545454545452
380,1060303.8854563904,1136303.8854563904,0.74614850798056909
381,1061354.5384748906,1137554.5384748906,0.7471894517696045
382,1057453.2866337567,1133853.2866337567,0.75759888965995836
383,1059275.2199870453,1135875.2199870453,0.74559333795975014
384,1062081.9515918773,1138881.9515918773,0.7599583622484386
385,1058490.6550681992,1135490.6550681992,0.75503122831367109
386,1060145.6116045148,1137345.6116045148,0.75600277585010411
387,1055245.7519438467,1132645.7519438467,0.75981956974323384
389,1058360.2999058634,1136160.2999058634,0.75794587092297017
388,1057331.6155967603,1134931.6155967603,0.75940319222761976
390,1055409.7661536208,1133409.7661536208,0.7489243580846634
391,1055234.7000723754,1133434.7000723754,0.75836224843858435
392,1058345.8628621353,1136745.8628621353,0.75253296321998608
393,1058270.3706252782,1136870.3706252782,0.75329632199861207
394,1057585.6061990948,1136385.6061990948,0.76044413601665506
395,1058807.4159485148,1137807.4159485148,0.75739070090215133
396,1058116.4041173235,1137316.4041173235,0.75385149201943091
397,1056530.0383576478,1135930.0383576478,0.75065926439972241
398,1055875.4577521232,1135475.4577521232,0.75093684941013183
399,1055426.6467727832,1135226.6467727832,0.7542678695350451
401,1054848.9288252424,1135048.9288252424,0.76231783483691884
400,1054556.6866574369,1134556.6866574369,0.74788341429562799
403,1054655.9720926504,1135255.9720926504,0.76509368494101315
402,1056146.0763031836,1136546.0763031836,0.75711311589174179
404,1056654.569086646,1137454.569086646,0.75732130464954894
405,1052060.2010039072,1133060.2010039072,0.75898681471200558
407,1054821.3969598347,1136221.3969598347,0.75794587092297017
406,1054823.5375005794,1136023.5375005794,0.75287994448299789
408,1052071.5748074674,1133671.5748074674,0.75315752949340731
409,1054404.6852164671,1136204.6852164671,0.75718251214434418
410,1054479.496078403,1136479.496078403,0.74427480916030531
411,1053978.5671572643,1136178.5671572643,0.75704371963913952
412,1050808.5756737774,1133208.5756737774,0.7578070784177654
413,1050741.3581615174,1133341.3581615174,0.75052047189451765
414,1049839.0751797203,1132639.0751797203,0.75669673837612772
415,1054320.3163058623,1137320.3163058623,0.75697432338653714
416,1053337.3709946026,1136537.3709946026,0.7546148507980569
417,1050866.5636337514,1134266.5636337514,0.75697432338653714
418,1053234.7528372956,1136834.7528372956,0.75912560721721023
419,1051511.7387171909,1135311.7387171909,0.76127689104788343
420,1051424.7400525638,1135424.7400525638,0.76224843858431646
421,1051813.159857925,1136013.159857925,0.75412907702984033
422,1051360.5688257492,1135760.5688257492,0.75301873698820265
423,1051469.8387182904,1136069.8387182904,0.7507286606523248
424,1051711.1889974691,1136511.1889974691,0.75350451075641911
426,1049886.6151145974,1135086.6151145974,0.75496183206106871
425,1050845.4163314246,1135845.4163314246,0.74954892435808462
427,1050244.2792062967,1135644.2792062967,0.75947258848022203
428,1048321.4868681062,1133921.4868681063,0.7539208882720333
429,1049773.55844396,1135573.55844396,0.75468424705065928
430,1049722.0842365017,1135722.0842365017,0.75510062456627347
431,1047669.5240532268,1133869.5240532267,0.75475364330326167
432,1048731.4921091837,1135131.4921091837,0.74753643303261619
433,1050174.2376363087,1136774.2376363087,0.75954198473282442
434,1048039.5633511656,1134839.5633511655,0.75503122831367109
436,1047406.8052466023,1134606.8052466023,0.75794587092297017
435,1045810.0499383394,1132810.0499383393,0.75690492713393476
438,1049167.4667594286,1136767.4667594286,0.75988896599583622
437,1050062.619768572,1137462.619768572,0.75947258848022203
440,1046723.9738714164,1134723.9738714164,0.76058292852185982
439,1046711.4674837461,1134511.4674837461,0.75704371963913952
441,1047172.3939869015,1135372.3939869015,0.75586398334489935
442,1047954.4010346916,1136354.4010346916,0.75301873698820265
443,1046119.588342571,1134719.5883425712,0.76037473976405279
444,1047228.4144032069,1136028.4144032069,0.76169326856349762
445,1047865.9945033973,1136865.9945033973,0.75857043719639139
446,1047031.6806858832,1136231.6806858832,0.75898681471200558
447,1045320.2338721959,1134720.2338721959,0.76370575988896594
448,1045683.7499603198,1135283.7499603198,0.75933379597501738
449,1047110.632196528,1136910.6321965279,0.75919500346981261
450,1046950.9452102958,1136950.9452102957,0.76106870229007628
451,1046205.4783452222,1136405.4783452223,0.76086051353226924
452,1046930.7156985047,1137330.7156985048,0.75975017349063145
453,1047145.2277172143,1137745.2277172143,0.75329632199861207
454,1045080.2883647518,1135880.2883647517,0.76106870229007628
455,1045650.2498597412,1136650.2498597412,0.76419153365718251
456,1047122.4067150044,1138322.4067150042,0.7542678695350451
457,1043944.2533628795,1135344.2533628796,0.7507286606523248
459,1043835.1028147871,1135635.1028147871,0.75690492713393476
458,1045821.7619792625,1137421.7619792623,0.75454545454545452
460,1043410.5285035552,1135410.5285035553,0.76509368494101315
461,1045053.7755076481,1137253.775507648,0.75933379597501738
462,1044703.2236638538,1137103.2236638539,0.74989590562109643
463,1044825.4968425013,1137425.4968425012,0.75489243580846632
465,1042274.7038906362,1135274.7038906361,0.75773768216516313
464,1042251.7636413433,1135051.7636413435,0.75454545454545452
466,1042827.9612253199,1136027.9612253199,0.75752949340735598
467,1041488.9670039535,1134888.9670039536,0.75891741845940319
468,1040708.3584016978,1134308.3584016978,0.75239417071478143
469,1041589.4625888935,1135389.4625888935,0.75739070090215133
470,1041706.2740814616,1135706.2740814616,0.76197085357390704
471,1042484.5910126895,1136684.5910126895,0.75503122831367109
472,1042060.2660509009,1136460.2660509008,0.76433032616238727
473,1042914.7070894303,1137514.7070894302,0.76044413601665506
474,1041136.0356189384,1135936.0356189385,0.75975017349063145
475,1042789.8329947711,1137789.8329947712,0.75454545454545452
476,1039131.6105435943,1134331.6105435942,0.759264399722415
477,1040528.844367402,1135928.8443674021,0.75954198473282442
479,1041114.7091258762,1136914.7091258762,0.76204024982650942
478,1039429.6566658905,1135029.6566658905,0.75287994448299789
480,1040264.4140386027,1136264.4140386027,0.7599583622484386
481,1038249.422930191,1134449.422930191,0.75704371963913952
482,1040396.2663362431,1136796.2663362431,0.76571825121443438
483,1042178.5299350676,1138778.5299350675,0.75475364330326167
484,1041065.6648699932,1137865.6648699932,0.75308813324080504
